dept_id,dept_name,dept_category,division,dept_type,dept_age_years,location_type,team_size,reporting_structure,manager_experience_level,supervisor_experience_level,primary_function,secondary_function,creation_reason,oversight_body,reporting_lag_days,training_hours_quarterly,violations_past_3years,remediation_plan_active,executive_support,external_consulting,engagement_programs,onboarding_program,improvement_commitment,digital_systems,external_partnerships,interdept_collaboration_score,resource_availability_score,external_interactions_frequency,risk_exposure_operational,risk_exposure_financial,operational_health_index,reporting_gaps_annual,audit_score_q1,audit_score_q2,compliance_score_final,overall_risk_score
DEPT-2706,South Quality Assurance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6380,Legacy Governance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4035,Prime Division,Financial_Reporting,Corporate_HQ,Support,7.0,,Small,Autonomous,3.0,,Operations,Other,Restructuring,Internal_Audit,,40.0,0.0,1.0,1.0,0.0,0.0,,1.0,,0.0,,3.0,3.0,1.0,1.0,5.0,0.0,60.0,60.0,65.0,10.0
DEPT-8455,Tactical Center,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Large,Centralized,,3.0,Operations,Other,Expansion,Internal_Audit,1.0,20.0,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,4.0,5.0,5.0,1.0,3.0,1.0,6.0,70.0,65.0,65.0,23.0
DEPT-5343,Alpha Internal Controls,Financial_Reporting,Corporate_HQ,,8.0,Remote,Small,Centralized,,2.0,Operations,,Expansion,Internal_Audit,2.0,60.0,0.0,0.0,1.0,,1.0,1.0,,1.0,0.0,5.0,4.0,,1.0,1.0,4.0,0.0,70.0,75.0,75.0,10.0
DEPT-4228,West Group,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1089,Compliance - East Region,Financial_Reporting,Corporate_HQ,Support,,Urban,Small,Autonomous,4.0,4.0,,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,2.0,4.0,1.0,1.0,4.0,0.0,70.0,75.0,75.0,10.0
DEPT-3865,Tactical Group,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Small,Centralized,2.0,3.0,Operations,Operations,Expansion,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,3.0,3.0,0.0,50.0,55.0,55.0,20.0
DEPT-6268,Quality Assurance - Legacy Region,Financial_Reporting,Corporate_HQ,,5.0,Urban,Large,Centralized,4.0,3.0,Compliance,Other,Regulation,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,3.0,1.0,,3.0,0.0,60.0,60.0,65.0,15.0
DEPT-9480,North Ethics and Compliance,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,,Centralized,2.0,1.0,Other,Other,Restructuring,Internal_Audit,,40.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,8.0,70.0,70.0,75.0,19.0
DEPT-9204,Prime Governance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3712,East Unit,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,,Centralized,2.0,2.0,Other,Other,Expansion,Internal_Audit,1.0,20.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,5.0,4.0,2.0,1.0,2.0,5.0,6.0,75.0,70.0,75.0,18.0
DEPT-2692,Alpha Operations,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,3.0,3.0,Operations,Other,Restructuring,Internal_Audit,,60.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,5.0,10.0,55.0,55.0,55.0,30.0
DEPT-4463,Financial Controls - Advanced Region,Financial_Reporting,Corporate_HQ,Operations,9.0,Urban,Large,Centralized,3.0,2.0,Operations,Administrative,,Internal_Audit,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,6.0,55.0,45.0,55.0,13.0
DEPT-6359,Financial Controls - Strategic Region,Financial_Reporting,Regional_Operations,Legal,13.0,Urban,Large,Autonomous,4.0,0.0,Administrative,Finance,Expansion,Internal_Audit,4.0,,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,5.0,1.0,3.0,,3.0,4.0,56.1,51.8,,37.0
DEPT-6273,Global Business Integrity,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5876,Ethics and Compliance - Innovation Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6779,Regulatory Affairs - Advanced Region,Operational_Compliance,Corporate_HQ,Support,4.0,Suburban,Large,Centralized,0.0,0.0,Finance,Finance,Restructuring,Internal_Audit,1.0,52.0,4.0,0.0,1.0,1.0,,1.0,1.0,1.0,,1.0,4.0,1.0,3.0,2.0,1.0,0.0,64.4,69.9,71.0,65.0
DEPT-9141,East Quality Assurance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7872,Compliance - Digital Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Autonomous,2.0,1.0,Other,Other,Regulation,Internal_Audit,2.0,60.0,0.0,,,0.0,1.0,,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,75.0,75.0,80.0,15.0
DEPT-3827,West Unit,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6930,Financial Controls - Central Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8100,Financial Controls - Global Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Small,Centralized,4.0,3.0,Compliance,Other,Regulation,Internal_Audit,2.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,50.0,55.0,55.0,40.0
DEPT-2241,Alpha Business Integrity,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8627,Governance - South Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7315,Regional Center,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Small,Centralized,1.0,2.0,Other,Administrative,Restructuring,,,40.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,4.0,,2.0,1.0,1.0,5.0,0.0,70.0,65.0,70.0,10.0
DEPT-4042,Compliance - West Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9230,Innovation Services,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7613,South Unit,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Autonomous,4.0,1.0,Other,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,,0.0,0.0,1.0,1.0,1.0,,,5.0,3.0,3.0,1.0,2.0,5.0,0.0,70.0,65.0,65.0,15.0
DEPT-5723,Governance - Beta Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,,4.0,,Finance,Finance,,External_Auditor,1.0,20.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,1.0,1.0,5.0,0.0,55.0,60.0,60.0,10.0
DEPT-1945,Financial Controls - Innovation Region,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Small,Centralized,1.0,1.0,Other,Other,Restructuring,Internal_Audit,2.0,40.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,4.0,,3.0,1.0,1.0,3.0,,65.0,65.0,65.0,11.0
DEPT-1576,Strategic Ethics and Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5314,Compliance - Premier Region,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Large,Centralized,1.0,2.0,,Operations,Regulation,,1.0,40.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,3.0,4.0,2.0,4.0,1.0,6.0,55.0,55.0,,33.0
DEPT-8815,Beta Division,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,2.0,1.0,Other,Other,Regulation,Internal_Audit,3.0,20.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,4.0,3.0,3.0,1.0,,4.0,7.0,75.0,80.0,80.0,13.5
DEPT-2800,North Audit Services,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Large,Centralized,3.0,3.0,,Other,Expansion,External_Auditor,1.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,55.0,45.0,50.0,
DEPT-7153,Prime Governance,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,Centralized,2.0,2.0,,Other,Regulation,Internal_Audit,4.0,40.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,,2.0,5.0,1.0,1.0,2.0,2.0,50.0,45.0,50.0,11.0
DEPT-7764,Regulatory Affairs - Strategic Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7322,East Risk Management,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6120,Risk Management - Digital Region,Financial_Reporting,Corporate_HQ,,,Urban,Large,Centralized,,3.0,Other,Other,Expansion,External_Auditor,1.0,80.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,3.0,0.0,80.0,85.0,,10.0
DEPT-5803,Compliance - Tactical Region,Financial_Reporting,Corporate_HQ,Support,8.0,Remote,Large,Centralized,4.0,4.0,Compliance,Other,Expansion,Internal_Audit,2.0,40.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,,4.0,2.0,2.0,4.0,,50.0,55.0,60.0,24.0
DEPT-9790,Core Office,Financial_Reporting,Corporate_HQ,Legal,,Remote,Large,Centralized,0.0,2.0,Administrative,Operations,Restructuring,Compliance_Officer,5.0,84.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,,1.0,4.0,,4.0,2.0,2.0,6.0,54.9,54.0,53.9,33.0
DEPT-4286,Global Hub,Financial_Reporting,Corporate_HQ,Support,5.0,Remote,Large,Centralized,3.0,4.0,Operations,Compliance,Regulation,External_Auditor,2.0,60.0,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,,50.0,55.0,60.0,20.0
DEPT-4553,Internal Controls - Central Region,Risk_Management,Regional_Operations,Finance,12.0,Remote,Small,Hybrid,3.0,3.0,Administrative,Legal,Regulation,,4.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,2.0,2.0,2.0,1.0,,0.0,61.5,,59.3,15.0
DEPT-5760,Financial Controls - Prime Region,Financial_Reporting,Corporate_HQ,,6.0,,Large,Centralized,4.0,3.0,Other,,Regulation,Internal_Audit,1.0,60.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,5.0,3.0,5.0,1.0,1.0,3.0,2.0,60.0,65.0,65.0,11.0
DEPT-1341,Innovation Department,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,2.0,2.0,Other,Other,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,,4.0,2.0,2.0,1.0,1.0,3.0,4.0,70.0,65.0,65.0,12.0
DEPT-5828,Compliance - Digital Region,Financial_Reporting,Corporate_HQ,Support,5.0,,Large,Centralized,4.0,2.0,Other,Other,Expansion,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,5.0,3.0,3.0,1.0,3.0,1.0,,75.0,75.0,75.0,22.0
DEPT-4527,Central Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9013,Risk Management - Core Region,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,,Centralized,2.0,1.0,Other,Other,Expansion,Internal_Audit,2.0,,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,4.0,3.0,1.0,1.0,,5.0,10.0,60.0,65.0,70.0,15.0
DEPT-5748,Tactical Compliance,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,4.0,3.0,Finance,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,5.0,1.0,5.0,2.0,2.0,,,75.0,31.0
DEPT-3539,Ethics and Compliance - Central Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8041,Risk Management - Core Region,Financial_Reporting,Corporate_HQ,Compliance,5.0,Urban,Large,Centralized,2.0,2.0,Operations,Operations,Restructuring,External_Auditor,1.0,80.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,,5.0,5.0,,1.0,2.0,5.0,6.0,70.0,65.0,65.0,18.0
DEPT-1754,Governance - Tactical Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9975,South Sector,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,4.0,3.0,Compliance,,Expansion,,1.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,,60.0,65.0,70.0,10.0
DEPT-2279,Strategic Center,Risk_Management,Corporate_HQ,Finance,,Urban,Small,Autonomous,4.0,3.0,Operations,Finance,Restructuring,Compliance_Officer,3.0,16.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,1.0,30.0,56.5,59.5,,85.0
DEPT-8327,Alpha Operations,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,4.0,2.0,Other,Other,Regulation,Internal_Audit,1.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,55.0,,50.0,10.0
DEPT-1235,Governance - Regional Region,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Large,Centralized,2.0,2.0,Other,Other,Regulation,Internal_Audit,1.0,80.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,,2.0,1.0,1.0,3.0,4.0,50.0,50.0,50.0,12.0
DEPT-1852,Digital Unit,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,4.0,4.0,Operations,Operations,,Internal_Audit,1.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,,3.0,2.0,1.0,2.0,5.0,4.0,70.0,75.0,75.0,17.0
DEPT-8168,Digital Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8517,Tactical Sector,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,4.0,4.0,Operations,Other,,Internal_Audit,1.0,20.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,5.0,,60.0,,60.0,11.0
